Order_ID,Order_Date,Region,Product_Category,Product_Name,Units_Sold,Unit_Price,Discount_Percent,Customer_Rating,Sales_Rep,Total_Sales,Shipping_Cost
ORD-10074,2024-09-03,,Groceries,Organic Coffee,26,31.63,25.0,4.1,Diana,616.78,24.54
ORD-10521,2024-09-08,East,Electronics,Bluetooth Speaker,517,234.41,5.0,4.1,Alice,115130.47,393.72
ORD-10447,2024-09-09,East,Furniture,Floor Lamp,35,284.46,5.0,4.0,Alice,9458.29,28.15
ORD-10508,2024-09-10,North,Toys,RC Car,21,47.57,15.0,4.2,Emma,849.12,22.44
ORD-10356,2024-09-13,North,Electronics,Bluetooth Speaker,37,118.88,15.0,,Diana,3738.78,30.45
ORD-10445,2024-09-13,East,Clothing,Running Shorts,23,62.59,15.0,4.1,Emma,1223.63,17.24
ORD-10133,2024-09-14,North,Electronics,Bluetooth Speaker,15,38.62,25.0,3.0,Emma,434.48,20.08
ORD-10080,2024-09-14,East,Electronics,Wireless Earbuds,32,2116.6389313959507,,,Alice,54185.96,36.76
ORD-10545,2024-09-16,Central,Furniture,Floor Lamp,4,338.52,15.0,3.1,Diana,1150.97,6.86
ORD-10272,2024-09-17,West,Electronics,Bluetooth Speaker,12,174.07,10.0,4.2,Frank,1879.96,13.55
ORD-10307,2024-09-18,South,Clothing,Running Shorts,31,83.05,20.0,4.3,Bob,2059.64,24.28
ORD-10360,2024-09-20,West,Toys,Puzzle Set,8,35.07,,4.0,Carlos,210.42,13.26
ORD-10377,2024-09-22,South,Toys,Puzzle Set,21,117.37,5.0,,Bob,2341.53,23.48
ORD-10137,2024-09-23,West,Clothing,Denim Jeans,9,36.46,5.0,,Frank,311.73,12.63
ORD-10264,2024-09-23,West,Groceries,Granola Bars,5,8.62,10.0,3.1,Carlos,38.79,9.98
ORD-10314,2024-09-24,West,Toys,Building Blocks,33,113.86,10.0,2.6,Carlos,3381.64,35.17
ORD-10256,2024-09-25,North,Groceries,Olive Oil,22,44.04,20.0,,Carlos,775.1,27.21
ORD-10407,2024-09-27,,Furniture,Study Desk,12,61.83,10.0,3.1,Carlos,667.76,14.74
ORD-10349,2024-09-28,East,Toys,RC Car,12,61.45,20.0,3.1,Carlos,589.92,16.32
ORD-10432,2024-09-29,South,Toys,RC Car,23,85.71,0.0,4.6,Alice,1971.33,18.8
ORD-10113,2024-10-01,Central,Clothing,Running Shorts,19,88.23,5.0,4.5,Carlos,1592.55,25.95
ORD-10109,2024-10-04,East,Groceries,Granola Bars,30,41.13,15.0,4.9,Emma,1048.82,26.66
ORD-10082,2024-10-08,East,Furniture,Bookshelf,17,73.02,5.0,3.0,Carlos,1179.27,12.82
ORD-10504,2024-10-10,North,Furniture,Office Chair,9,167.7,20.0,4.1,Diana,1207.44,13.54
ORD-10003,2024-10-11,North,Clothing,Running Shorts,33,60.53,0.0,3.4,Emma,1997.49,20.89
ORD-10284,2024-10-12,Central,Clothing,Running Shorts,20,46.87,20.0,,Emma,749.92,28.22
ORD-10492,2024-10-14,South,Clothing,Cotton T-Shirt,14,61.42,5.0,4.9,Alice,816.89,18.06
ORD-10477,2024-10-20,East,Toys,Building Blocks,17,70.76,10.0,3.2,Carlos,1082.63,16.22
ORD-10267,2024-10-21,North,Groceries,Olive Oil,37,12.52,20.0,3.7,Alice,370.59,43.24
ORD-10501,2024-10-24,Central,Groceries,Olive Oil,28,31.97,15.0,4.1,Diana,760.89,24.94
ORD-10192,2024-10-27,West,Toys,Building Blocks,38,86.56,15.0,4.9,Diana,2795.89,35.3
ORD-10253,2024-10-28,,Toys,Puzzle Set,3,101.49,25.0,3.8,Alice,228.35,7.36
ORD-10533,2024-10-29,,Furniture,Bookshelf,35,280.06,20.0,3.3,Carlos,7841.68,38.75
ORD-10538,2024-10-30,North,Groceries,Granola Bars,26,9.03,25.0,4.0,Alice,176.08,23.03
ORD-10254,2024-10-31,Central,Electronics,Bluetooth Speaker,28,125.13,10.0,2.7,Bob,3153.28,34.95
ORD-10562,2024-10-31,North,Electronics,USB-C Charger,16,129.74,25.0,2.6,Bob,1556.88,11.42
ORD-10313,2024-11-01,West,Furniture,Study Desk,22,218.42,10.0,3.4,Alice,4324.72,25.63
ORD-10502,2024-11-02,West,Groceries,Organic Coffee,23,7.9,5.0,4.9,Diana,172.62,22.07
ORD-10142,2024-11-02,East,Furniture,Study Desk,38,394.47,15.0,3.4,Emma,12741.38,48.7
ORD-10048,2024-11-04,East,Toys,Building Blocks,7,25.2,5.0,2.8,Diana,167.58,11.08
ORD-10269,2024-11-04,East,Clothing,Running Shorts,3,57.44,5.0,4.1,Bob,163.7,7.93
ORD-10582,2024-11-05,Central,Furniture,Floor Lamp,29,374.17,15.0,3.5,Alice,9223.29,23.82
ORD-10397,2024-11-08,East,Electronics,Bluetooth Speaker,7,209.1,5.0,3.2,Diana,1390.52,12.05
ORD-10002,2024-11-08,West,Electronics,Bluetooth Speaker,16,124.77,20.0,3.1,Alice,1597.06,20.84
ORD-10539,2024-11-08,East,Furniture,Study Desk,13,142.05,0.0,,Diana,1846.65,14.27
ORD-10301,2024-11-10,,Clothing,Denim Jeans,34,41.94,,2.9,Alice,1354.66,37.49
ORD-10398,2024-11-10,Central,Electronics,Wireless Earbuds,14,187.23,15.0,2.6,Carlos,2228.04,21.71
ORD-10331,2024-11-10,East,Toys,Board Game,21,75.42,25.0,2.7,Emma,1187.86,26.1
ORD-10354,2024-11-10,East,Groceries,Organic Coffee,12,43.08,25.0,2.5,Frank,387.72,13.45
ORD-10390,2024-11-10,East,Electronics,Wireless Earbuds,37,198.27,25.0,2.7,Bob,5501.99,21.6
ORD-10561,2024-11-10,South,Furniture,Study Desk,18,236.85,20.0,4.7,Frank,3410.64,18.14
ORD-10260,2024-11-11,Central,Electronics,Bluetooth Speaker,4,60.44,0.0,3.0,Bob,241.76,7.63
ORD-10159,2024-11-11,Central,Groceries,Olive Oil,16,17.77,10.0,4.0,Diana,255.89,16.64
ORD-10243,2024-11-11,East,Electronics,USB-C Charger,35,109.25,,4.5,Alice,3823.75,44.92
ORD-10438,2024-11-12,East,Clothing,Hooded Sweatshirt,36,43.35,25.0,3.8,Frank,1170.45,32.38
ORD-10037,2024-11-14,,Electronics,Wireless Earbuds,9,54.66,,,Emma,491.94,9.44
ORD-10131,2024-11-14,East,Clothing,Cotton T-Shirt,2,86.78,20.0,2.6,Alice,138.85,6.34
ORD-10239,2024-11-14,West,Electronics,USB-C Charger,22,30.97,10.0,4.6,Emma,613.21,22.94
ORD-10197,2024-11-15,Central,Toys,Building Blocks,30,93.64,,3.7,Emma,2668.74,33.97
ORD-10385,2024-11-21,North,Electronics,USB-C Charger,10,86.63,20.0,3.2,Alice,693.04,12.44
ORD-10084,2024-11-22,East,Furniture,Study Desk,17,291.92,15.0,4.1,Carlos,4218.24,21.21
ORD-10238,2024-11-22,,Groceries,Green Tea Pack,5,28.16,25.0,2.5,Diana,105.6,8.38
ORD-10058,2024-11-24,West,Groceries,Granola Bars,34,18.13,10.0,3.8,Frank,554.78,41.86
ORD-10406,2024-11-25,Central,Groceries,Olive Oil,16,10.46,25.0,3.3,Frank,125.52,19.57
ORD-10129,2024-11-25,Central,Clothing,Hooded Sweatshirt,27,75.17,20.0,4.5,Frank,1623.67,23.67
ORD-10364,2024-11-27,South,Toys,RC Car,8,107.13,0.0,3.7,Bob,857.04,9.98
ORD-10217,2024-11-29,Central,Toys,Puzzle Set,8,32.73,,3.2,Diana,235.66,8.31
ORD-10162,2024-11-29,West,Electronics,Wireless Earbuds,8,194.54,0.0,4.7,Carlos,1556.32,13.49
ORD-10231,2024-11-30,South,Toys,Board Game,16,73.49,10.0,3.3,Alice,1058.26,17.43
ORD-10062,2024-12-01,North,Toys,Board Game,16,95.65,15.0,4.5,Frank,1300.84,11.53
ORD-10536,2024-12-01,West,Electronics,USB-C Charger,37,199.75,0.0,2.9,Carlos,7390.75,32.35
ORD-10564,2024-12-02,West,Electronics,USB-C Charger,12,177.1,15.0,3.3,Emma,1806.42,9.99
ORD-10111,2024-12-03,West,Clothing,Denim Jeans,38,88.77,0.0,,Bob,3373.26,36.27
ORD-10341,2024-12-03,South,Groceries,Organic Coffee,13,26.89,0.0,3.8,Diana,349.57,11.06
ORD-10018,2024-12-04,South,Furniture,Floor Lamp,20,135.71,20.0,4.9,Bob,2171.36,13.42
ORD-10125,2024-12-04,,Toys,RC Car,22,39.87,10.0,3.1,Frank,789.43,24.29
ORD-10543,2024-12-05,East,Electronics,USB-C Charger,7,162.34,15.0,4.6,Emma,965.92,10.25
ORD-10292,2024-12-06,East,Furniture,Study Desk,1,195.71,10.0,3.1,Emma,176.14,5.51
ORD-10004,2024-12-10,East,Electronics,USB-C Charger,27,68.79,20.0,3.7,Carlos,1485.86,17.65
ORD-10393,2024-12-10,South,Furniture,Floor Lamp,17,356.59,5.0,4.7,Bob,5758.93,20.91
ORD-10258,2024-12-11,East,Furniture,Bookshelf,30,204.31,10.0,3.5,Bob,5516.37,24.37
ORD-10319,2024-12-11,East,Furniture,Office Chair,6,390.04,5.0,4.8,Frank,2223.23,9.4
ORD-10087,2024-12-11,East,Groceries,Organic Coffee,16,13.71,25.0,,Diana,164.52,22.08
ORD-10155,2024-12-19,Central,Toys,Building Blocks,9,60.62,,4.7,Emma,409.18,15.56
ORD-10166,2024-12-20,West,Electronics,USB-C Charger,14,41.16,25.0,2.8,Frank,432.18,15.55
ORD-10451,2024-12-21,South,Clothing,Running Shorts,5,37.06,0.0,3.5,Emma,185.3,10.16
ORD-10070,2024-12-22,North,Groceries,Olive Oil,34,9.74,25.0,,Frank,248.37,24.11
ORD-10310,2024-12-22,South,Electronics,Wireless Earbuds,24,222.0,,3.2,Diana,4795.2,27.43
ORD-10241,2024-12-23,South,Toys,Board Game,23,38.28,20.0,4.4,Alice,704.35,28.9
ORD-10535,2024-12-24,North,Toys,RC Car,12,54.85,0.0,4.5,Bob,658.2,12.52
ORD-10494,2024-12-25,East,Clothing,Cotton T-Shirt,17,50.98,15.0,4.5,Bob,736.66,24.53
ORD-10579,2024-12-25,North,Electronics,USB-C Charger,29,219.42,0.0,3.2,Alice,6363.18,28.74
ORD-10013,2024-12-26,Central,Clothing,Cotton T-Shirt,10,14.66,25.0,3.2,Bob,109.95,15.79
ORD-10420,2024-12-28,Central,Groceries,Organic Coffee,16,12.23,10.0,3.4,Alice,176.11,13.54
ORD-10329,2024-12-29,South,Electronics,Smart Watch,18,192.15,20.0,4.6,Bob,2766.96,14.74
ORD-10567,2024-12-30,South,Furniture,Bookshelf,7,159.66,20.0,3.6,Bob,894.1,12.92
